x,y,z,rgb,pl_name,hostname,gaia_id,sy_snum,sy_pnum,sy_mnum,disc_year,pl_rade,pl_bmasse,pl_dens,pl_orbincl,sy_dist
-88.36495785761475,-8.008843366098171,28.475644468901386,"(128, 128, 128)",11 Com b,11 Com,Gaia DR2 3946945413106333696,2,1,0,2007,12.2,4914.89849,14.9,,93.1846
-25.505211604415894,-29.625963254448497,119.06779381201297,"(128, 128, 128)",11 UMi b,11 UMi,Gaia DR2 1696798367260229376,1,1,0,2009,12.3,4684.8142,13.8,,125.321
57.97369156207769,-7.298956031050023,47.71634126965185,"(128, 128, 128)",14 And b,14 And,Gaia DR2 1920113512486282240,1,1,0,2008,13.1,1131.1513,2.76,,75.4392
-5.954230683777855,-11.487906661216746,12.415414644607335,"(128, 128, 128)",14 Her b,14 Her,Gaia DR2 1385293808145621504,1,2,0,2002,12.6,2559.47216,7.03,144.652,17.9323
5.779530077610701,-12.135759682119696,16.31585992553967,"(128, 128, 128)",16 Cyg B b,16 Cyg B,Gaia DR2 2135550755683407232,3,1,0,1996,13.5,565.7374,1.26,,21.1397
-54.640409763216894,-109.410346445,-25.633063037663355,"(128, 128, 128)",17 Sco b,17 Sco,Gaia DR2 4342464209753404416,1,1,0,2020,12.9,1373.01872,3.51,,124.953
52.57196068038417,-53.2965921462026,14.333718980832383,"(128, 128, 128)",18 Del b,18 Del,Gaia DR2 1756741374681702784,2,1,0,2008,12.5,2926.24614,8.23,,76.222
-60.19337357234731,-115.02307500970463,-50.04995722567302,"(116, 32, 0)",1RXS J160929.1-210524 b,1RXS J160929.1-210524,Gaia DR2 6243841249531772800,1,1,0,2008,18.647,3000.0,2.54,,139.135
-49.3326002626085,-37.38515974910796,73.36221213644909,"(128, 128, 128)",24 Boo b,24 Boo,Gaia DR2 1603662211901473408,1,1,0,2018,13.9,280.64248,0.574,,95.9863
-65.76278455147587,29.460533749249297,-1.1350304205226514,"(128, 128, 128)",24 Sex b,24 Sex,Gaia DR2 3830897080395058048,1,2,0,2010,13.4,632.46,1.44,,72.0691
-65.76278455147587,29.460533749249297,-1.1350304205226514,"(128, 128, 128)",24 Sex c,24 Sex,Gaia DR2 3830897080395058048,1,2,0,2010,13.9,273.32,0.559,,72.0691
40.44365463267619,107.26056143007776,58.03120727382231,"(98, 64, 0)",2M0437 b,2MASS J04372171+2651014,Gaia DR2 151499478104075008,1,1,0,2021,13.0,1271.31363,3.18,,128.484
25.864332512263235,7.367282355581702,-38.78916671428013,"(128, 128, 128)",2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,,2,1,0,2013,12.3,4131.79,12.2,,47.2
28.754832947956864,10.87288836481269,-14.116664986866242,"(89, 24, 0)",2MASS J01225093-2439505 b,2MASS J01225093-2439505,Gaia DR2 5040416186560252416,1,1,0,2013,11.209,7786.5,30.4,,33.8281
25.416464476331527,17.69301216574584,-25.458593550526018,"(128, 128, 128)",2MASS J02192210-3925225 b,2MASS J02192210-3925225,Gaia DR2 4963614887043956096,1,1,0,2015,16.141,4417.837,5.77,,40.0896412
48.45372203907569,44.37657819190281,-6.859408591702856,"(128, 128, 128)",2MASS J0249-0557 c,2MASS J0249-0557 A,Gaia DR2 5183875103632956032,2,1,0,2018,12.4,3686.80952,10.6,,66.0613
55.4678283289817,95.269238483515,40.47309531327895,"(89, 24, 0)",2MASS J03590986+2009361 b,2MASS J03590986+2009361,Gaia DR2 51369428065705600,1,1,0,2024,12.2,5720.91133,17.3,,117.435
37.10896561926866,104.42805304830671,47.11308790754586,"(128, 128, 128)",2MASS J04414489+2301513 b,2MASS J04414489+2301513,Gaia DR2 146487556211644544,1,1,0,2010,12.6,2383.6,6.55,,120.423987
-18.688219161797107,0.4015249176595635,-99.1147430320088,"(89, 24, 0)",2MASS J11550485-7919108 b,2MASS J11550485-7919108,Gaia DR2 5199985216726016896,1,1,0,2024,12.1,6356.56814,19.7,,100.862
-49.56008347843912,-1.634630485912139,-40.946855468822925,"(98, 64, 0)",2MASS J12073346-3932539 b,2MASS J12073346-3932539,Gaia DR2 3459372646830687104,1,1,0,2004,12.9,1589.15,4.07,,64.308
114.62756956149552,-249.9542284868295,285.41628927231596,"(128, 128, 128)",2MASS J19383260+4603591 b,2MASS J19383260+4603591,Gaia DR2 2080063931448749824,2,3,0,2015,13.4,603.877,1.38,,396.332
3.8739276795501567,-3.096248307042207,-33.753021315354175,"(89, 24, 0)",2MASS J21252752-8138278 b,2MASS J21252752-8138278,Gaia DR2 6348514275456913792,1,1,0,2024,12.4,3813.94088,11.0,,34.1154
43.608085014673456,-16.650047013057964,51.590799446276975,"(128, 128, 128)",2MASS J22362452+4751425 b,2MASS J22362452+4751425,Gaia DR2 1986772848034988544,1,1,0,2016,12.3,3972.875,11.7,,69.5737
31.43508768863432,25.675561202339807,18.623868232802064,"(128, 128, 128)",30 Ari B b,30 Ari B,Gaia DR2 102082477749475200,4,1,0,2009,12.3,4392.4106,13.0,,44.657
-20.47873759730914,24.359975555476705,66.20897653224323,"(128, 128, 128)",4 UMa b,4 UMa,Gaia DR2 1092230803510960640,1,1,0,2006,12.6,2511.48007,6.9,,73.4603
4.2437873556140255,-37.26166798798509,82.5336097470812,"(128, 128, 128)",42 Dra b,42 Dra,Gaia DR2 2256800156348230400,2,1,0,2008,13.0,1233.13,3.08,,90.6545
-10.137665731731706,2.742042201244645,8.94750629886708,"(128, 128, 128)",47 UMa b,47 UMa,Gaia DR2 777254360337133312,1,3,0,1996,13.2,804.08,1.92,,13.7967
-10.137665731731706,2.742042201244645,8.94750629886708,"(128, 128, 128)",47 UMa c,47 UMa,Gaia DR2 777254360337133312,1,3,0,2001,14.2,171.621,0.329,,13.7967
-10.137665731731706,2.742042201244645,8.94750629886708,"(128, 128, 128)",47 UMa d,47 UMa,Gaia DR2 777254360337133312,1,3,0,2009,13.5,521.22,1.16,,13.7967
10.45980976044312,27.828967749874597,-1.2844220497090255,"(71, 108, 132)",51 Eri b,51 Eri,Gaia DR2 3205095125321700480,3,1,0,2015,13.4,635.66,1.45,133.0,29.7575
13.921921575144374,-3.8955738125097237,5.482653945564871,"(128, 128, 128)",51 Peg b,51 Peg,Gaia DR2 2835207319109249920,1,1,0,1995,14.3,146.2018,0.275,80.0,15.4614
-7.5760132487019325,8.082650470765472,5.972402772161929,"(71, 108, 132)",55 Cnc b,55 Cnc,Gaia DR2 704967037090946688,2,5,0,1996,13.9,263.9785,0.54,89.73,12.5855
-7.5760132487019325,8.082650470765472,5.972402772161929,"(128, 128, 128)",55 Cnc c,55 Cnc,Gaia DR2 704967037090946688,2,5,0,2004,8.51,54.4738,0.486,89.73,12.5855
-7.5760132487019325,8.082650470765472,5.972402772161929,"(128, 128, 128)",55 Cnc d,55 Cnc,Gaia DR2 704967037090946688,2,5,0,2002,13.0,1232.493,3.08,89.73,12.5855
-7.5760132487019325,8.082650470765472,5.972402772161929,"(128, 35, 0)",55 Cnc e,55 Cnc,Gaia DR2 704967037090946688,2,5,0,2004,1.875,7.99,6.66,83.59,12.5855
-7.5760132487019325,8.082650470765472,5.972402772161929,"(128, 128, 128)",55 Cnc f,55 Cnc,Gaia DR2 704967037090946688,2,5,0,2007,7.59,44.812,0.563,89.73,12.5855
-3.86148858152001,28.575093000655855,46.435521252040004,"(128, 128, 128)",6 Lyn b,6 Lyn,Gaia DR2 1004358968092652544,1,1,0,2008,13.4,597.83523,1.37,,54.6599
-7.604957648066071,-2.707473424507093,-2.6722009372629936,"(128, 128, 128)",61 Vir b,61 Vir,Gaia DR2 3507879565090229888,1,3,0,2009,2.11,5.1,2.98,,8.50332
-7.604957648066071,-2.707473424507093,-2.6722009372629936,"(128, 128, 128)",61 Vir c,61 Vir,Gaia DR2 3507879565090229888,1,3,0,2009,4.46,18.2,1.13,,8.50332
-7.604957648066071,-2.707473424507093,-2.6722009372629936,"(128, 128, 128)",61 Vir d,61 Vir,Gaia DR2 3507879565090229888,1,3,0,2009,5.11,22.9,0.943,,8.50332
-2.980809406980462,18.462715011846296,-6.533222151481009,"(128, 128, 128)",7 CMa b,7 CMa,Gaia DR2 2939555954747554176,1,2,0,2011,13.4,587.9855,1.34,90.0,19.8101
-2.980809406980462,18.462715011846296,-6.533222151481009,"(128, 128, 128)",7 CMa c,7 CMa,Gaia DR2 2939555954747554176,1,2,0,2019,13.9,276.5121,0.566,90.0,19.8101
-16.108011781575826,-6.542910775326759,4.26282256735223,"(128, 128, 128)",70 Vir b,70 Vir,Gaia DR2 3740176925743650688,1,1,0,1996,12.6,2380.45,6.54,,17.9011
65.32881158158217,51.112404782648625,-1.4985834520685377,"(128, 128, 128)",75 Cet b,75 Cet,Gaia DR2 2500064286492779264,2,2,0,2012,13.3,787.89662,1.84,,82.9613
65.32881158158217,51.112404782648625,-1.4985834520685377,"(128, 128, 128)",75 Cet c,75 Cet,Gaia DR2 2500064286492779264,2,2,0,2023,13.9,289.85951,0.593,,82.9613
-30.355248928914033,-29.52092669769689,156.94020024637686,"(128, 128, 128)",8 UMi b,8 UMi,Gaia DR2 1700658653802527104,1,1,0,2015,13.6,416.3573,0.91,,162.552
78.08228767322355,64.19311984894247,-5.998942888148896,"(128, 128, 128)",81 Cet b,81 Cet,Gaia DR2 2495420602212048640,1,1,0,2008,13.1,1051.05854,2.57,,101.26
42.67520189368185,-8.314928852751402,-6.954511173847864,"(128, 128, 128)",91 Aqr b,91 Aqr,Gaia DR2 2630155547353593216,3,1,0,2013,13.1,1017.0,2.49,,44.0304
38.622545070507314,134.17161458083845,82.41019950253472,"(128, 128, 128)",AB Aur b,AB Aur,Gaia DR2 156917493449670656,1,1,0,2022,12.5,2860.45566,8.05,42.6,162.127
-2.217681536718899,26.388009147363427,-42.46771854115029,"(128, 128, 128)",AB Pic b,AB Pic,Gaia DR2 5495052596695570816,1,1,0,2005,12.3,4290.5,12.7,,50.0475
3.7618162777044613,26.00847226267716,-5.538441099655257,"(116, 75, 0)",AF Lep b,AF Lep,Gaia DR2 3009908378049913216,1,1,0,2023,13.1,1017.0509,2.49,50.0,26.8564
5.479286089324932,-6.238886611451774,-5.05697006227821,"(102, 155, 188)",AU Mic b,AU Mic,Gaia DR2 6794047652729201024,1,3,0,2020,3.957,20.12,1.32,89.5,9.7221
5.479286089324932,-6.238886611451774,-5.05697006227821,"(130, 162, 173)",AU Mic c,AU Mic,Gaia DR2 6794047652729201024,1,3,0,2021,3.24,9.6,1.22,89.227,9.7221
5.479286089324932,-6.238886611451774,-5.05697006227821,"(128, 128, 128)",AU Mic d,AU Mic,Gaia DR2 6794047652729201024,1,3,0,2023,1.02,1.053,5.45,89.318,9.7221
-1068.4221635128984,45.439085347161104,51.55547436724249,"(128, 128, 128)",BD+03 2562 b,BD+03 2562,Gaia DR2 3895649725336884736,1,1,0,2017,12.7,2034.112,5.46,,1070.63
35.699624896860016,-31.69449572562997,12.514616531141327,"(128, 128, 128)",BD+14 4559 b,BD+14 4559,Gaia DR2 1759623813132980864,1,1,0,2009,13.8,330.5432,0.691,,49.352
-741.7885525085084,45.603336894125384,193.812283038132,"(128, 128, 128)",BD+15 2375 b,BD+15 2375,Gaia DR2 3924009634910406912,1,1,0,2016,13.8,337.21763,0.705,,768.045
-204.81492535010807,-356.12135865385034,114.29103492560301,"(128, 128, 128)",BD+15 2940 b,BD+15 2940,Gaia DR2 1193071962699902336,1,1,0,2013,13.7,352.78,0.754,,426.42
-1303.381967498753,630.4504586697454,523.8650112979369,"(128, 128, 128)",BD+20 2457 b,BD+20 2457,Gaia DR2 625137162857354880,1,2,0,2009,12.1,6807.63,21.1,,1539.71
-1303.381967498753,630.4504586697454,523.8650112979369,"(128, 128, 128)",BD+20 2457 c,BD+20 2457,Gaia DR2 625137162857354880,1,2,0,2009,12.4,3963.17,11.4,,1539.71
1110.4259863345524,539.6805896792437,474.05874118762983,"(128, 128, 128)",BD+20 274 b,BD+20 274,Gaia DR2 96530596864007552,1,1,0,2012,13.0,1334.886,3.34,,1322.51
99.56612794341711,135.3007967756295,63.138982247379566,"(68, 103, 125)",BD+20 594 b,BD+20 594,Gaia DR2 58200934326315136,1,1,0,2016,2.578,22.2481,7.89,89.55,179.461
31.301136384467785,20.286092741639276,38.52313832385099,"(128, 128, 128)",BD+45 564 b,BD+45 564,Gaia DR2 353030751066772480,1,1,0,2021,13.6,432.24663,0.944,2.579,53.622
428.26702919159254,368.50155711631595,663.5465342832092,"(128, 128, 128)",BD+48 738 b,BD+48 738,Gaia DR2 438899345022759424,1,1,0,2011,13.9,289.2253,0.592,,871.493
331.8018253426041,285.82350270139506,502.54688231429884,"(128, 128, 128)",BD+48 740 b,BD+48 740,Gaia DR2 438444868763388800,1,1,0,2018,13.5,540.311,1.21,,666.589
199.77142365755648,204.28937758743163,337.28082996039495,"(128, 128, 128)",BD+49 828 b,BD+49 828,Gaia DR2 439327501725338752,1,1,0,2015,13.5,508.5,1.14,,442.042
26.37539724661704,11.723048521156123,43.9372497039103,"(128, 128, 128)",BD+55 362 b,BD+55 362,Gaia DR2 412783469966211456,1,1,0,2021,14.0,228.83645,0.458,0.601,52.5697
-22.062971823684766,-4.243685112533585,38.93719943014589,"(89, 58, 0)",BD+60 1417 b,BD+60 1417,Gaia DR2 1579929906250111232,1,1,0,2021,14.684,4767.4261,8.27,,44.9543
0.41169719493117957,-16.870493114488447,34.100058721117826,"(128, 128, 128)",BD+63 1405 b,BD+63 1405,Gaia DR2 2160951157908163968,1,1,0,2021,12.4,3305.41543,9.53,5.974,38.0473
0.6151982216666052,20.149207473118775,-2.1174512044608735,"(128, 128, 128)",BD-06 1339 b,BD-06 1339,Gaia DR2 3022099969137163904,1,2,0,2013,2.85,8.5,2.02,,20.2695
0.6151982216666052,20.149207473118775,-2.1174512044608735,"(128, 128, 128)",BD-06 1339 c,BD-06 1339,Gaia DR2 3022099969137163904,1,2,0,2013,8.38,53.0,0.495,,20.2695
-35.37377259313833,20.261049280205302,-6.833899635934696,"(128, 128, 128)",BD-08 2823 b,BD-08 2823,Gaia DR2 3770419611540574080,1,2,0,2009,3.61,12.7132,1.48,,41.3342
-35.37377259313833,20.261049280205302,-6.833899635934696,"(128, 128, 128)",BD-08 2823 c,BD-08 2823,Gaia DR2 3770419611540574080,1,2,0,2009,12.5,104.0,0.293,,41.3342
-79.95011259157643,21.993222044665064,-15.773472930788301,"(128, 128, 128)",BD-10 3166 b,BD-10 3166,Gaia DR2 3758629479636689536,1,1,0,2000,14.1,187.5197,0.368,,84.4069
3.8726867461585175,-26.32475879727551,-5.47978958367871,"(128, 128, 128)",BD-11 4672 b,BD-11 4672,Gaia DR2 4154598526336121600,1,2,0,2014,14.1,206.5895,0.405,,27.1665
3.8726867461585175,-26.32475879727551,-5.47978958367871,"(128, 128, 128)",BD-11 4672 c,BD-11 4672,Gaia DR2 4154598526336121600,1,2,0,2020,4.04,15.37,1.28,,27.1665
-369.41408587559977,818.6007199424971,-222.36690460210272,"(128, 128, 128)",BD-13 2130 b,BD-13 2130,Gaia DR2 3030262468592291072,1,1,0,2007,12.5,3108.3774,8.75,,925.214
-508.7048792496557,251.75277524489542,-158.9319316974611,"(116, 32, 0)",BD-14 3065 b,BD-14 3065 A,Gaia DR2 3751877374435102720,3,1,0,2024,21.59,3932.0,2.15,80.78,589.423
32.83074321274115,4.113348386412626,-9.629898298582761,"(128, 128, 128)",BD-17 63 b,BD-17 63,Gaia DR2 2367734656180397952,1,1,0,2008,12.8,1639.99458,4.3,80.0,34.4603
18.493269638288936,12.148925666237822,-8.580757134528893,"(128, 128, 128)",BD-210397 b,BD-210397,Gaia DR2 5124636303346779008,1,2,0,2023,14.0,214.0,0.429,,23.7324
18.493269638288936,12.148925666237822,-8.580757134528893,"(128, 128, 128)",BD-210397 c,BD-210397,Gaia DR2 5124636303346779008,1,2,0,2023,12.9,1525.57635,3.91,33.0,23.7324
5.699935283573475,6.409397583657284,0.7165134333579186,"(96, 119, 127)",CD Cet b,CD Cet,Gaia DR2 3179036008830848,1,1,0,2020,1.82,3.95,3.6,87.48,8.60715
-16.180592689871524,-15.967840661104667,4.102009852017521,"(61, 76, 81)",CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,,1,1,0,2011,12.4,3337.1,9.62,,23.1
-39.68862084236593,9.440964410310917,-185.95144915443427,"(128, 128, 128)",CHXR 73 b,CHXR 73,Gaia DR2 5201175987817179136,1,1,0,2006,12.3,3994.486,11.8,,190.374
53.4440855263146,135.44528624629805,61.33247231209874,"(128, 128, 128)",CI Tau c,CI Tau,Gaia DR2 145203159127518336,1,1,0,2024,13.0,1144.18227,2.86,,157.998
-1.1484549684327685,2.225003649680031,-10.594532311734795,"(61, 76, 81)",COCONUTS-2 b,COCONUTS-2 A,Gaia DR2 5213167330349528064,1,1,0,2021,12.442,2002.31896,5.71,,10.8864
-43.34740221178853,10.777588617467302,-185.41565388359763,"(116, 32, 0)",CT Cha b,CT Cha,Gaia DR2 5201360671411974912,1,1,0,2007,24.66,5403.0,1.98,,190.72
-164.6479049157752,769.3332261385601,-42.63856056530318,"(134, 36, 0)",CoRoT-1 b,CoRoT-1,Gaia DR2 3105507886130792448,1,1,0,2008,16.7,327.35,0.38,85.1,787.909
121.60743141770764,-315.74880294173073,4.405798548691827,"(52, 80, 97)",CoRoT-10 b,CoRoT-10,Gaia DR2 4263752921128319616,1,1,0,2010,10.87,874.0,3.7,88.55,338.386
120.82411566045651,-640.2213917861641,67.7611536446633,"(134, 36, 0)",CoRoT-11 b,CoRoT-11,Gaia DR2 4285511294172309504,1,1,0,2010,16.03,740.51,0.99,83.17,655.037
-210.34419038890547,1106.2618324512428,-25.48443704016237,"(134, 87, 0)",CoRoT-12 b,CoRoT-12,Gaia DR2 3107255598526406912,1,1,0,2010,16.14,291.438,0.411,85.48,1126.37
-252.00517914444902,1116.3142500684899,-101.86279830438376,"(116, 32, 0)",CoRoT-13 b,CoRoT-13,Gaia DR2 3101974231859723776,1,1,0,2010,9.92,415.704,2.34,88.02,1148.93
-403.1350818003199,1689.0188798293425,-168.30475157250387,"(89, 24, 0)",CoRoT-14 b,CoRoT-14,Gaia DR2 3101145195794755072,1,1,0,2010,12.22,2415.4,7.3,79.6,1744.6
107.97350459494113,-720.3461211594126,-76.5906738257017,"(128, 128, 128)",CoRoT-16 b,CoRoT-16,Gaia DR2 4256135160951556480,1,1,0,2011,13.11,170.032,0.44,85.01,732.409
176.70209655953713,-1154.8563625714273,-135.43044450844667,"(116, 32, 0)",CoRoT-17 b,CoRoT-17,Gaia DR2 4255957040079935488,1,1,0,2011,11.43,772.29,2.82,88.34,1176.12
-108.73081222747199,757.1212682135653,-0.4219147270541696,"(116, 32, 0)",CoRoT-18 b,CoRoT-18,Gaia DR2 3120058170178779392,1,1,0,2011,14.68,1102.82,2.2,86.5,764.889
-96.81732383965063,784.7093950082115,-2.3560049607199036,"(134, 36, 0)",CoRoT-19 b,CoRoT-19,Gaia DR2 3120002649138831360,1,1,0,2011,14.46,352.78,0.71,88.0,790.663
79.10403099060616,-198.0042072392557,5.150173355441789,"(134, 36, 0)",CoRoT-2 b,CoRoT-2,Gaia DR2 4287820848378092672,2,1,0,2008,16.432,1102.82,1.47,88.08,213.283
-113.3897966313425,836.403343750948,3.3424995342458543,"(89, 58, 0)",CoRoT-20 b,CoRoT-20,Gaia DR2 3120122805143587328,1,2,0,2011,9.416,1366.669,8.87,88.21,844.061
-113.3897966313425,836.403343750948,3.3424995342458543,"(128, 128, 128)",CoRoT-20 c,CoRoT-20,Gaia DR2 3120122805143587328,1,2,0,2018,12.2,5403.11,16.4,,844.061
-268.1674718395228,1372.8692490105504,-7.303600843009875,"(128, 128, 128)",CoRoT-21 b,CoRoT-21,Gaia DR2 3107471240236703104,1,1,0,2012,14.572,718.2958,1.36,86.8,1398.8341969
115.40563629188391,-612.6929781138252,67.94122935359027,"(102, 155, 188)",CoRoT-22 b,CoRoT-22,Gaia DR2 4285572454508522496,1,1,0,2014,4.88,12.2,0.249,89.749,627.158
179.74957851086305,-1042.5202172961153,80.61653958107911,"(98, 27, 0)",CoRoT-23 b,CoRoT-23,Gaia DR2 4283597937777249408,1,1,0,2011,11.77,889.9,3.0,85.7,1060.97
-121.95146068404286,577.5748098596163,-38.37314526666267,"(192, 124, 0)",CoRoT-24 b,CoRoT-24,Gaia DR2 3105404467618982272,1,2,0,2014,3.7,5.7,0.9,86.5,591.555
-121.95146068404286,577.5748098596163,-38.37314526666267,"(102, 155, 188)",CoRoT-24 c,CoRoT-24,Gaia DR2 3105404467618982272,1,2,0,2014,5.0,28.0,1.3,89.0,591.555
202.23401927494098,-1077.5430314871273,125.1819761045277,"(134, 87, 0)",CoRoT-25 b,CoRoT-25,Gaia DR2 4285689616891369600,1,1,0,2013,12.11,85.81,0.15,84.5,1103.48
175.7016364958497,-1022.4699292323953,126.82827424585201,"(134, 36, 0)",CoRoT-26 b,CoRoT-26,Gaia DR2 4286437357841760000,1,1,0,2013,14.12,165.26,0.28,86.8,1045.18
148.55944159410637,-994.5293407406255,97.50467229453244,"(89, 58, 0)",CoRoT-27 b,CoRoT-27,Gaia DR2 4284721191974346752,1,1,0,2014,11.287,3302.11,12.6,86.7,1010.28
115.19189256674649,-753.8099522385294,74.41621652595077,"(128, 128, 128)",CoRoT-28 b,CoRoT-28,Gaia DR2 4284680029006075648,1,1,0,2015,10.705,153.82972,0.69,88.1,766.183
124.00655685075763,-791.7022584335,91.01345449061539,"(128, 128, 128)",CoRoT-29 b,CoRoT-29,Gaia DR2 4285073581136130560,1,1,0,2015,10.088,270.1555,1.45,87.3,806.507
288.6736468190112,-712.5122480987451,1.63474232984775,"(89, 24, 0)",CoRoT-3 b,CoRoT-3,Gaia DR2 4263427117767106816,1,1,0,2008,11.32,6883.91,26.4,85.9,768.771
135.5693710232572,-1015.88602695899,122.86292675106289,"(128, 128, 128)",CoRoT-30 b,CoRoT-30,Gaia DR2 4477300378701511296,1,1,0,2020,11.31,921.707,3.45,90.0,1032.23
-168.05915044644422,1992.7142625784836,-154.6582272868475,"(128, 128, 128)",CoRoT-31 b,CoRoT-31,Gaia DR2 3020494716521521152,1,1,0,2020,16.365,266.9772,0.33,83.2,2005.76
371.0670627952227,-1058.7509055850169,-54.373329228889645,"(134, 36, 0)",CoRoT-35 b,CoRoT-35,Gaia DR2 4213081309275729792,1,1,0,2022,18.831,349.61125,0.29,84.1,1123.21
123.90235760161146,-910.2966321813655,115.78629013845396,"(134, 36, 0)",CoRoT-36 b,CoRoT-36,Gaia DR2 4477340334766250496,1,1,0,2022,15.805,216.12332,0.25,85.83,925.958
-153.4316611819742,709.9720877866873,-8.529575297293313,"(134, 87, 0)",CoRoT-4 b,CoRoT-4,Gaia DR2 3113201890547554432,1,1,0,2008,13.34,228.83,0.525,90.0,726.412
-172.55574346067328,865.3460023563129,12.555572017332405,"(134, 87, 0)",CoRoT-5 b,CoRoT-5,Gaia DR2 3125611120515388800,1,1,0,2009,15.558,148.42,0.217,85.83,882.472
123.09285169122437,-629.004116156761,74.87535079299624,"(116, 75, 0)",CoRoT-6 b,CoRoT-6,Gaia DR2 4285684673395749120,1,1,0,2009,13.068,940.74,2.32,89.07,645.294
-30.386181859291955,156.96435357031532,-2.966563039455908,"(128, 35, 0)",CoRoT-7 b,CoRoT-7,Gaia DR2 3107267177757848576,1,3,0,2009,1.681,4.07661,9.355,80.1,159.906
-30.386181859291955,156.96435357031532,-2.966563039455908,"(128, 128, 128)",CoRoT-7 c,CoRoT-7,Gaia DR2 3107267177757848576,1,3,0,2009,2.83,8.4,2.04,80.0,159.906
-30.386181859291955,156.96435357031532,-2.966563039455908,"(128, 128, 128)",CoRoT-7 d,CoRoT-7,Gaia DR2 3107267177757848576,1,3,0,2022,4.31,17.142,1.18,,159.906
118.4532783428634,-299.3532975311245,8.015826599306513,"(62, 94, 114)",CoRoT-8 b,CoRoT-8,Gaia DR2 4287832775526476800,1,1,0,2010,6.39,69.92,1.6,88.4,322.037
76.83751762147418,-403.30703959083843,44.63079768773493,"(91, 114, 121)",CoRoT-9 b,CoRoT-9,Gaia DR2 4285571629874670080,2,1,0,2009,11.949,266.9772,0.86,89.9,412.98
-100.74447654885202,560.1851301497369,92.77097009851785,"(71, 108, 132)",CoRoTID 223977153 b,CoRoTID 223977153,Gaia DR2 3326541506073371776,1,1,0,2017,6.389,47.6745,1.1,89.0,576.683
-19.858455741551836,-7.910959194333023,21.78718583104355,"(128, 128, 128)",DE CVn b,DE CVn,Gaia DR2 1550299304833675392,2,1,0,2018,12.4,3823.2733,11.0,86.0,30.5225
-7.93144243798552,11.012576433019754,-15.722858555613232,"(128, 128, 128)",DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Gaia DR2 5514929155583865216,1,1,0,2013,11.9,9057.77,29.5,56.6,20.77
46.311131236263655,111.38226768296019,60.27199420476287,"(134, 36, 0)",DH Tau b,DH Tau,Gaia DR2 151374202498079872,1,1,0,2004,30.264,3496.0,0.693,,134.846
3.4566708400598176,61.36822611290007,-11.536626712321517,"(71, 108, 132)",DMPP-1 b,DMPP-1,Gaia DR2 3011005587574818432,1,4,0,2019,5.29,24.27,0.901,,62.5388
3.4566708400598176,61.36822611290007,-11.536626712321517,"(166, 108, 0)",DMPP-1 c,DMPP-1,Gaia DR2 3011005587574818432,1,4,0,2019,3.06,9.6,1.84,,62.5388
3.4566708400598176,61.36822611290007,-11.536626712321517,"(141, 38, 0)",DMPP-1 d,DMPP-1,Gaia DR2 3011005587574818432,1,4,0,2019,1.65,3.35,4.1,,62.5388
3.4566708400598176,61.36822611290007,-11.536626712321517,"(141, 91, 0)",DMPP-1 e,DMPP-1,Gaia DR2 3011005587574818432,1,4,0,2019,1.86,4.13,3.53,,62.5388
100.96925146308375,52.35477452922553,-78.04890417538554,"(71, 108, 132)",DMPP-2 b,DMPP-2,Gaia DR2 5017319806652067072,1,1,0,2019,14.3,138.89171,0.261,,137.94
-0.3852752979039376,13.585926155301367,-43.13962301003016,"(90, 136, 141)",DMPP-3 A b,DMPP-3 A,,2,1,0,2019,1.41,2.58,5.06,,45.23
6.3445511675856405,-14.534088637118783,19.749298330073966,"(128, 128, 128)",DMPP-4 b,DMPP-4,Gaia DR2 2136027771930903808,1,1,0,2023,3.53,12.2,1.52,,25.3284
-285.7453657553341,53.908375038244266,94.26654181673554,"(128, 128, 128)",DP Leo b,DP Leo,Gaia DR2 3971777500966832384,2,1,0,2009,12.7,1995.88832,5.35,,305.684
15.588057774416857,-1.3869555988307445,-41.18939521076164,"(47, 72, 88)",DS Tuc A b,DS Tuc A,Gaia DR2 6387058411482257536,2,1,0,2019,5.7,413.179,,89.5,44.0622
-131.55667649176416,22.863660593472435,-11.229153784137088,"(128, 128, 128)",EPIC 201170410.02,EPIC 201170410,Gaia DR2 3786541956697428224,1,1,0,2020,1.047,1.15,5.51,89.002,134.0
-158.97831628967478,0.8161748428812566,-9.415831844610066,"(128, 128, 128)",EPIC 201238110 b,EPIC 201238110,Gaia DR2 3600975145895223040,1,1,0,2019,1.87,4.16,3.5,,159.259
-704.0809271772285,-56.67537763446048,-6.796648898199476,"(128, 128, 128)",EPIC 201427007 b,EPIC 201427007,Gaia DR2 3698079992771142784,1,1,0,2021,1.5,2.86,4.66,88.5,706.391
-248.3146817573525,48.55234403568474,2.155316307470546,"(128, 128, 128)",EPIC 201497682 b,EPIC 201497682,Gaia DR2 3810098271767907840,1,1,0,2019,0.692,0.26,4.31,,253.026
-231.47424089091587,-15.051381914435506,7.9713051904972385,"(128, 41, 0)",EPIC 201595106 b,EPIC 201595106,Gaia DR2 3701123406596146048,1,1,0,2021,1.3,2.24,5.6,89.2,232.1
